currentPath,currentUrl,migrationDecision,targetDestination,rationale
"/services/ppm/lincoln","https://www.entirefm.com/services/ppm/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/london","https://www.entirefm.com/services/ppm/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/manchester","https://www.entirefm.com/services/ppm/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/nottingham","https://www.entirefm.com/services/ppm/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/ppm/sheffield","https://www.entirefm.com/services/ppm/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/pump-room-maintenance","https://www.entirefm.com/services/pump-room-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/pump-station-servicing","https://www.entirefm.com/services/pump-station-servicing","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/rising-mains","https://www.entirefm.com/services/rising-mains","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/roller-shutter-maintenance","https://www.entirefm.com/services/roller-shutter-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/roof-safety-inspections","https://www.entirefm.com/services/roof-safety-inspections","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/security-systems-healthcheck","https://www.entirefm.com/services/security-systems-healthcheck","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/smart-building-iot","https://www.entirefm.com/services/smart-building-iot","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/smoke-vent-systems","https://www.entirefm.com/services/smoke-vent-systems","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/soft-fm","https://www.entirefm.com/services/soft-fm","301_TO_HISTORIC","/soft-services","Semantic intent consolidation into protected historic page"
"/services/space-planning","https://www.entirefm.com/services/space-planning","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/sprinklers","https://www.entirefm.com/services/sprinklers","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/staircase-pressurisation","https://www.entirefm.com/services/staircase-pressurisation","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/sustainability-monitoring","https://www.entirefm.com/services/sustainability-monitoring","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/thermal-imaging-surveys","https://www.entirefm.com/services/thermal-imaging-surveys","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/total-facilities-management","https://www.entirefm.com/services/total-facilities-management","301_TO_HISTORIC","/commercial-facilities-management","Semantic intent consolidation into protected historic page"
"/services/ups-maintenance","https://www.entirefm.com/services/ups-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/waste-compliance","https://www.entirefm.com/services/waste-compliance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water-hygiene","https://www.entirefm.com/services/water-hygiene","301_TO_HISTORIC","/water-treatment-chlorination","Semantic intent consolidation into protected historic page"
"/services/water-optimisation","https://www.entirefm.com/services/water-optimisation","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water-treatment-plant-maintenance","https://www.entirefm.com/services/water-treatment-plant-maintenance","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/birmingham","https://www.entirefm.com/services/water/birmingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/chesterfield","https://www.entirefm.com/services/water/chesterfield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/derby","https://www.entirefm.com/services/water/derby","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/leeds","https://www.entirefm.com/services/water/leeds","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/lincoln","https://www.entirefm.com/services/water/lincoln","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/london","https://www.entirefm.com/services/water/london","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/manchester","https://www.entirefm.com/services/water/manchester","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/nottingham","https://www.entirefm.com/services/water/nottingham","301_TO_HISTORIC","/services","Fallback to main services hub"
"/services/water/sheffield","https://www.entirefm.com/services/water/sheffield","301_TO_HISTORIC","/services","Fallback to main services hub"
"/sitemap","https://www.entirefm.com/sitemap","301_TO_HISTORIC","/sitemap.xml","Semantic intent consolidation into protected historic page"
"/social-value","https://www.entirefm.com/social-value","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/soft-services/concierge","https://www.entirefm.com/soft-services/concierge","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/soft-services/grounds-maintenance","https://www.entirefm.com/soft-services/grounds-maintenance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/soft-services/specialist-cleaning","https://www.entirefm.com/soft-services/specialist-cleaning","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/soft-services/waste-recycling","https://www.entirefm.com/soft-services/waste-recycling","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/suppliers","https://www.entirefm.com/suppliers","301_TO_HISTORIC","/fm-supply-form","Semantic intent consolidation into protected historic page"
"/sustainability","https://www.entirefm.com/sustainability","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/technology","https://www.entirefm.com/technology","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/terms","https://www.entirefm.com/terms","301_TO_HISTORIC","/terms-and-conditions","Semantic intent consolidation into protected historic page"
"/tools/compliance-calendar","https://www.entirefm.com/tools/compliance-calendar","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/compliance-checker","https://www.entirefm.com/tools/compliance-checker","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/cost-savings-calculator","https://www.entirefm.com/tools/cost-savings-calculator","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/fm-health-check","https://www.entirefm.com/tools/fm-health-check","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/fm-roi-calculator","https://www.entirefm.com/tools/fm-roi-calculator","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/ppm-calculator","https://www.entirefm.com/tools/ppm-calculator","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/ppm-estimator","https://www.entirefm.com/tools/ppm-estimator","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/ppm-schedule-builder","https://www.entirefm.com/tools/ppm-schedule-builder","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/risk-diagnostic","https://www.entirefm.com/tools/risk-diagnostic","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/sla-benchmark","https://www.entirefm.com/tools/sla-benchmark","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/tender-brief","https://www.entirefm.com/tools/tender-brief","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/tm44-checker","https://www.entirefm.com/tools/tm44-checker","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/tools/water-risk-grader","https://www.entirefm.com/tools/water-risk-grader","301_TO_HISTORIC","/","Consolidation of legacy programmatic experiment to homepage"
"/visual-standards","https://www.entirefm.com/visual-standards","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/warehouse-facilities-management","https://www.entirefm.com/warehouse-facilities-management","KEEP_200","/warehouse-facilities-management","Path matches registered 200 route"
"/why-entirefm","https://www.entirefm.com/why-entirefm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/why-switch","https://www.entirefm.com/why-switch","301_TO_HISTORIC","/","General legacy redirect to homepage"
