URL,Provenance,Page Type,Location,Service,Sector,Historic Source,Historic Intent,Title,H1,Meta Description,Content Status,Internal Links,Conversion Type,Schema,Canonical,Sitemap Group,Similarity Check,Business Claims Verified,Restoration Status
"/fm-sheffield","LEGACY_VERIFIED","location","Sheffield","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Regional commercial search intent for facilities management services in Sheffield and surrounding commercial corridors.","Sheffield Facilities Management | Commercial Property Maintenance | Entire FM","Sheffield Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Sheffield — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/fm-supply-chain","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's fm supply chain.","Fm Supply Chain | Entire FM","Fm Supply Chain","Entire FM — Fm Supply Chain. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/fm-supply-form","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's fm supply form.","Fm Supply Form | Entire FM","Fm Supply Form","Entire FM — Fm Supply Form. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/fm-support-n-contact","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Commercial navigation or reference intent for Entire FM's fm support n contact.","Fm Support N Contact | Entire FM","Fm Support N Contact","Entire FM — Fm Support N Contact. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/fm-support-n-contact/facilities-management-glossary","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's fm support n contact/facilities management glossary.","Fm Support N Contact/Facilities Management Glossary | Entire FM","Fm Support N Contact/Facilities Management Glossary","Entire FM — Fm Support N Contact/Facilities Management Glossary. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/fm-technical-services","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's fm technical services.","Fm Technical Services | Entire FM","Fm Technical Services","Entire FM — Fm Technical Services. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/fm-telford","LEGACY_PROTECTED_BY_DIRECTIVE","location","Telford","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Regional commercial search intent for facilities management services in Telford and surrounding commercial corridors.","Telford Facilities Management | Commercial Property Maintenance | Entire FM","Telford Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Telford — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/gates-barriers","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's gates barriers.","Gates Barriers | Entire FM","Gates Barriers","Entire FM — Gates Barriers. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/grounds-maintenance","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's grounds maintenance.","Grounds Maintenance | Entire FM","Grounds Maintenance","Entire FM — Grounds Maintenance. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","soft-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/hard-services","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Commercial navigation or reference intent for Entire FM's hard services.","Hard Services | Entire FM","Hard Services","Entire FM — Hard Services. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/healthcare-facilities-management","LEGACY_VERIFIED","sector","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Sector-specific procurement intent from healthcare operations directors seeking experienced FM contractors.","Healthcare Facilities Management Solutions | Entire FM","Healthcare Facilities Management","Specialized facilities management for the healthcare sector — statutory compliance, asset uptime, M&E engineering, and cleaning.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","Service","self","sectors","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/helpdesk","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's helpdesk.","Helpdesk | Entire FM","Helpdesk","Entire FM — Helpdesk. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/helpdesk-registration","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's helpdesk registration.","Helpdesk Registration | Entire FM","Helpdesk Registration","Entire FM — Helpdesk Registration. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/hot-tub-relocation","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's hot tub relocation.","Hot Tub Relocation | Entire FM","Hot Tub Relocation","Entire FM — Hot Tub Relocation. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","specialist-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/hotel-facilities-management","LEGACY_VERIFIED","sector","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Sector-specific procurement intent from hotel operations directors seeking experienced FM contractors.","Hotel Facilities Management Solutions | Entire FM","Hotel Facilities Management","Specialized facilities management for the hotel sector — statutory compliance, asset uptime, M&E engineering, and cleaning.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","Service","self","sectors","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/hvac-contractor","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Distinct specialist search intent from building owners seeking commercial HVAC servicing rather than general maintenance.","Commercial HVAC Contractor | Heating, Ventilation & Air Conditioning | Entire FM","Commercial HVAC Contractor — Heating, Ventilation & Air Conditioning","Specialist commercial HVAC contractor providing heating, ventilation, VRV/VRF air conditioning maintenance, F-Gas compliance, and TM44 audits nationwide.","COMPLETE","5 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Specialist search intent from manufacturing plant managers, warehouse directors, and industrial operations for heavy decontamination.","Industrial Cleaning Services | Factory Deep Cleans & High Access | Entire FM","Specialist Industrial Cleaning Services","Specialist industrial cleaning across the UK — factory shutdowns, high-level structural cleaning, machinery degreasing, and warehouse floor care.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","Service","self","cleaning","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-birmingham","LEGACY_VERIFIED","geographic-service","Birmingham","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Birmingham commercial properties.","Industrial Cleaning Birmingham | Specialist Commercial Services | Entire FM","Industrial Cleaning Birmingham","Professional industrial cleaning across Birmingham — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-chesterfield","LEGACY_VERIFIED","geographic-service","Chesterfield","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Chesterfield commercial properties.","Industrial Cleaning Chesterfield | Specialist Commercial Services | Entire FM","Industrial Cleaning Chesterfield","Professional industrial cleaning across Chesterfield — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-derby","LEGACY_VERIFIED","geographic-service","Derby","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Derby commercial properties.","Industrial Cleaning Derby | Specialist Commercial Services | Entire FM","Industrial Cleaning Derby","Professional industrial cleaning across Derby — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-leeds","LEGACY_VERIFIED","geographic-service","Leeds","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Leeds commercial properties.","Industrial Cleaning Leeds | Specialist Commercial Services | Entire FM","Industrial Cleaning Leeds","Professional industrial cleaning across Leeds — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-lincoln","LEGACY_VERIFIED","geographic-service","Lincoln","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Lincoln commercial properties.","Industrial Cleaning Lincoln | Specialist Commercial Services | Entire FM","Industrial Cleaning Lincoln","Professional industrial cleaning across Lincoln — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-london","LEGACY_VERIFIED","geographic-service","London","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with London commercial properties.","Industrial Cleaning London | Specialist Commercial Services | Entire FM","Industrial Cleaning London","Professional industrial cleaning across London — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-manchester","LEGACY_VERIFIED","geographic-service","Manchester","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Manchester commercial properties.","Industrial Cleaning Manchester | Specialist Commercial Services | Entire FM","Industrial Cleaning Manchester","Professional industrial cleaning across Manchester — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-nottingham","LEGACY_VERIFIED","geographic-service","Nottingham","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Hyper-targeted local service search intent combining Industrial Cleaning with Nottingham commercial properties.","Industrial Cleaning Nottingham | Specialist Commercial Services | Entire FM","Industrial Cleaning Nottingham","Professional industrial cleaning across Nottingham — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-cleaning-sheffield","LEGACY_VERIFIED","geographic-service","Sheffield","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Industrial Cleaning with Sheffield commercial properties.","Industrial Cleaning Sheffield | Specialist Commercial Services | Entire FM","Industrial Cleaning Sheffield","Professional industrial cleaning across Sheffield — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-facilities-management","LEGACY_VERIFIED","sector","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Sector-specific procurement intent from industrial operations directors seeking experienced FM contractors.","Industrial Facilities Management Solutions | Entire FM","Industrial Facilities Management","Specialized facilities management for the industrial sector — statutory compliance, asset uptime, M&E engineering, and cleaning.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","Service","self","sectors","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/industrial-fm-lincoln","LEGACY_VERIFIED","location","Lincoln","FM / M&E / Cleaning","Commercial","wix-generation-1","Regional commercial search intent for facilities management services in Lincoln and surrounding commercial corridors.","Lincoln Facilities Management | Commercial Property Maintenance | Entire FM","Lincoln Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Lincoln — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/internal-cleaning","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's internal cleaning.","Internal Cleaning | Entire FM","Internal Cleaning","Entire FM — Internal Cleaning. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","cleaning","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/items","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's items.","Items | Entire FM","Items","Entire FM — Items. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/job-board","LEGACY_VERIFIED","company","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's job board.","Job Board | Entire FM","Job Board","Entire FM — Job Board. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","company","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/landmark-facilities-management","LEGACY_VERIFIED","sector","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Sector-specific procurement intent from landmark operations directors seeking experienced FM contractors.","Landmark Facilities Management Solutions | Entire FM","Landmark Facilities Management","Specialized facilities management for the landmark sector — statutory compliance, asset uptime, M&E engineering, and cleaning.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","Service","self","sectors","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/landscaping","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's landscaping.","Landscaping | Entire FM","Landscaping","Entire FM — Landscaping. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","soft-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/leeds-facilities-management","LEGACY_PROTECTED_BY_DIRECTIVE","location","Leeds","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Regional commercial search intent for facilities management services in Leeds and surrounding commercial corridors.","Leeds Facilities Management | Commercial Property Maintenance | Entire FM","Leeds Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Leeds — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/lincoln-facilities-management","LEGACY_PROTECTED_BY_DIRECTIVE","location","Lincoln","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Regional commercial search intent for facilities management services in Lincoln and surrounding commercial corridors.","Lincoln Facilities Management | Commercial Property Maintenance | Entire FM","Lincoln Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Lincoln — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/lincoln-facilities-management-areas","LEGACY_VERIFIED","location","Lincoln","FM / M&E / Cleaning","Commercial","wix-generation-1","Regional commercial search intent for facilities management services in Lincoln and surrounding commercial corridors.","Lincoln Facilities Management | Commercial Property Maintenance | Entire FM","Lincoln Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Lincoln — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/liverpool-facilities-management","LEGACY_PROTECTED_BY_DIRECTIVE","location","Liverpool","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Regional commercial search intent for facilities management services in Liverpool and surrounding commercial corridors.","Liverpool Facilities Management | Commercial Property Maintenance | Entire FM","Liverpool Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Liverpool — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/logistics-facilities-management","LEGACY_VERIFIED","sector","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Sector-specific procurement intent from logistics operations directors seeking experienced FM contractors.","Logistics Facilities Management Solutions | Entire FM","Logistics Facilities Management","Specialized facilities management for the logistics sector — statutory compliance, asset uptime, M&E engineering, and cleaning.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","Service","self","sectors","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/london-facilities-management","LEGACY_VERIFIED","location","London","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Institutional search intent from commercial managing agents and corporate property directors seeking portfolio-level governance.","London Facilities Management | Managing Agents & Corporate Estates | Entire FM","London Facilities Management — Strategic Estate Governance & Managing Agent Solutions","Strategic facilities management and building services for managing agents, corporate headquarters, and institutional landlords across London.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/london-facilities-management-areas","LEGACY_VERIFIED","location","London","FM / M&E / Cleaning","Commercial","wix-generation-1","Regional commercial search intent for facilities management services in London and surrounding commercial corridors.","London Facilities Management | Commercial Property Maintenance | Entire FM","London Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across London — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/manchester-facilities-management","LEGACY_PROTECTED_BY_DIRECTIVE","location","Manchester","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","Regional commercial search intent for facilities management services in Manchester and surrounding commercial corridors.","Manchester Facilities Management | Commercial Property Maintenance | Entire FM","Manchester Facilities Management & Building Maintenance","Entire FM provides dedicated facilities management across Manchester — hard FM, M&E engineering, PPM, cleaning, and 24/7 reactive callout support.","COMPLETE","4 related links","Embedded RFQ + Phone CTA","LocalBusiness","self","locations","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/manchester-facilities-managment","LEGACY_VERIFIED","service","Manchester","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's manchester facilities managment.","Manchester Facilities Managment | Entire FM","Manchester Facilities Managment","Entire FM — Manchester Facilities Managment. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","core","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/manchester-office-cleaning","LEGACY_VERIFIED","geographic-service","Manchester","FM / M&E / Cleaning","Commercial","wix-generation-1","Hyper-targeted local service search intent combining Office Cleaning with Manchester commercial properties.","Office Cleaning Manchester | Specialist Commercial Services | Entire FM","Office Cleaning Manchester","Professional office cleaning across Manchester — specialist equipment, certified operatives, and tailored commercial service schedules.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","local-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mechanical-electrical","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1; wix-generation-2","High-value search intent from businesses seeking a single accredited contractor for commercial mechanical & electrical engineering.","Mechanical & Electrical Services | M&E Contractor | Entire FM","Mechanical & Electrical (M&E) Services","Entire FM delivers integrated mechanical and electrical engineering across the UK — switchgear, HVAC, emergency lighting, gas safety, and SFG20 PPM.","COMPLETE","6 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mechanical-electrical/access-control","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's mechanical electrical/access control.","Mechanical Electrical/Access Control | Entire FM","Mechanical Electrical/Access Control","Entire FM — Mechanical Electrical/Access Control. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mechanical-electrical/emergency-light-testing","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's mechanical electrical/emergency light testing.","Mechanical Electrical/Emergency Light Testing | Entire FM","Mechanical Electrical/Emergency Light Testing","Entire FM — Mechanical Electrical/Emergency Light Testing. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/media-digital-displays","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's media digital displays.","Media Digital Displays | Entire FM","Media Digital Displays","Entire FM — Media Digital Displays. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","hard-fm","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/medical-cleaning","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-1","Commercial navigation or reference intent for Entire FM's medical cleaning.","Medical Cleaning | Entire FM","Medical Cleaning","Entire FM — Medical Cleaning. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","cleaning","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mobile-crane-hire","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's mobile crane hire.","Mobile Crane Hire | Entire FM","Mobile Crane Hire","Entire FM — Mobile Crane Hire. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","specialist-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mobile-crane-hire/chesterfield","LEGACY_VERIFIED","service","Chesterfield","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's mobile crane hire/chesterfield.","Mobile Crane Hire/Chesterfield | Entire FM","Mobile Crane Hire/Chesterfield","Entire FM — Mobile Crane Hire/Chesterfield. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","specialist-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mobile-crane-hire/sheffield","LEGACY_VERIFIED","service","Sheffield","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's mobile crane hire/sheffield.","Mobile Crane Hire/Sheffield | Entire FM","Mobile Crane Hire/Sheffield","Entire FM — Mobile Crane Hire/Sheffield. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","specialist-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
"/mobile-crane-hire/truck-mount-crane-hire","LEGACY_VERIFIED","service","National","FM / M&E / Cleaning","Commercial","wix-generation-2","Commercial navigation or reference intent for Entire FM's mobile crane hire/truck mount crane hire.","Mobile Crane Hire/Truck Mount Crane Hire | Entire FM","Mobile Crane Hire/Truck Mount Crane Hire","Entire FM — Mobile Crane Hire/Truck Mount Crane Hire. Dedicated facilities management, mechanical & electrical engineering, and property maintenance services.","COMPLETE","3 related links","Embedded RFQ + Phone CTA","Service","self","specialist-services","PASS (Differentiated)","Guarded by BUSINESS-CLAIMS-VERIFICATION.md","RESTORED"
